word,topicid,topicval
isomer,"[18, 7, 0, 2, 4, 9, 5, 19, 1, 14, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99999995738880987, 4.2537186557927565e-08, 7.3993009358826174e-11, 5.8244045770372399e-18, 2.0061116487862008e-20, 1.0496852606940533e-37, 3.0669338633029415e-88, 1.0749104473813128e-90, 1.4590386690617562e-148, 5.7362693385054327e-156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
isopren,"[4, 0, 18, 7, 2, 9, 15, 5, 19, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99997775087014928, 2.2248810605753383e-05, 3.1719465002974697e-10, 2.0638872735055565e-12, 1.4393457873734372e-43, 2.340350912761774e-81, 1.9761333698786567e-98, 6.7388583930676675e-136, 2.2054709184024616e-171, 8.9353629734333712e-241, 1.6028401792706201e-244, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
clerk,"[18, 0, 7, 4, 2, 9, 19, 5, 1, 14, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.9999654616701189, 3.4534337776718662e-05, 3.9413481235776034e-09, 5.0541077283640997e-11, 1.9207243423625969e-13, 2.9865311236846327e-26, 1.1485980984445371e-69, 2.387527372043486e-94, 1.9803365403358947e-140, 4.4242950428729351e-157, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1865,"[4, 0, 18, 7, 2, 9, 5, 19, 15, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99509777974638713, 0.0049016783969180961, 5.4130440947600829e-07, 5.5228447209750684e-10, 5.9502282244831982e-32, 1.2404637679250627e-54, 1.5948785484142414e-122, 2.3679242188783068e-125, 1.4012542888118708e-141, 1.3773981611919842e-198, 5.301574408166437e-205, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
millennium,"[4, 0, 18, 7, 2, 9, 19, 15, 5, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99905394818276594, 0.00094604287998569349, 8.6850741376773392e-09, 2.5219706388733963e-10, 6.5953409045760369e-35, 4.2639364128334145e-61, 8.6582660140574875e-125, 1.2233757295109724e-140, 2.0759630014894149e-143, 2.0748731106769652e-186, 1.7294282283403569e-222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
vote,"[4, 0, 18, 7, 2, 9, 19, 5, 15, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99977554280880876, 0.00019594639140133282, 2.851078715841698e-05, 1.2626850668657048e-11, 1.4517450204256586e-35, 1.2299962565485427e-56, 1.6433659751862975e-132, 1.1794002380105552e-162, 3.3800570132374083e-167, 9.7176631983613277e-187, 7.6213240668919246e-194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lord,"[4, 0, 18, 7, 2, 9, 5, 19, 15, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.57083949122667577, 0.42894611704103908, 0.00021400361204594717, 3.8812024612265318e-07, 2.7395759505224185e-31, 1.7410608287085559e-53, 1.7645958804485367e-115, 2.1599951471362401e-131, 3.2662102504789515e-171, 1.5570694524816647e-196, 6.7373569120908212e-204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
java,"[0, 4, 18, 7, 2, 9, 19, 5, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99825355219539436, 0.00092845855316179584, 0.00063029438466142955, 0.00018769486676619703, 9.7054468965248078e-21, 8.0730860072982951e-34, 2.1458660674068381e-82, 1.4175274283920659e-92, 2.9257156051997234e-141, 1.1732658937263194e-150, 1.2155758939424485e-316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
anywher,"[15, 4, 0, 18, 7, 2, 9, 5, 19, 1, 14, 12, 11, 10, 13, 8, 6, 16, 3, 17]","[1.0, 2.7358842765005624e-42, 1.5988066402231886e-46, 4.5189881797241066e-49, 2.4509931099049779e-54, 5.0935931987789298e-98, 7.6333332093104883e-132, 1.1640000441499026e-206, 5.2498559780766531e-235, 4.7643331249670914e-316, 2.8661687828109102e-316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
compani,"[0, 4, 18, 7, 2, 9, 5, 19, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99996944878911531, 2.9007886584564375e-05, 1.538690547745322e-06, 4.6337470324021874e-09, 2.1243352958701426e-29, 3.2123036584098245e-48, 3.072931509100504e-136, 4.359878377680053e-139, 8.9304901724011939e-181, 2.5648760117930002e-193, 1.6611671420855209e-215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
jerk,"[15, 0, 18, 4, 7, 2, 9, 5, 19, 1, 14, 12, 11, 10, 13, 8, 6, 16, 3, 17]","[1.0, 4.9144521321978844e-33, 9.9284718515166652e-35, 2.5240795037053869e-37, 1.5390565344438643e-40, 9.7808919352115896e-67, 1.8484985358516978e-100, 5.4447719356475521e-175, 1.5434558512693891e-199, 8.6624688721947396e-263, 6.39845298374055e-275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
norm,"[4, 0, 18, 7, 2, 9, 15, 19, 5, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999869347954107, 9.887144783023562e-07, 3.1780585711891889e-07, 1.4672018210333738e-13, 7.5712097478022435e-54, 3.6999842751239909e-79, 6.4893338864635432e-117, 2.2856161082286221e-151, 5.4898596753507489e-162, 2.1048500723109487e-242, 5.9348130643056597e-261, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
forecast,"[4, 0, 18, 7, 2, 9, 19, 5, 15, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99996824194606115, 3.1525206505004137e-05, 2.328110970866279e-07, 3.6354689828889298e-11, 4.9305691265364715e-36, 3.7777065570620913e-56, 1.5285623406052669e-112, 1.6918859348996876e-138, 7.9879352333521167e-139, 4.9811263222484877e-192, 5.2485116650983489e-207, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
airlin,"[4, 0, 18, 7, 2, 9, 15, 5, 19, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999528438590912, 4.7104313739295916e-06, 5.1827340096556888e-09, 9.267926439904901e-16, 1.8685459007756492e-46, 1.6396816261744866e-70, 1.8423880933629618e-93, 1.143019944840933e-108, 6.5069862518072966e-152, 3.3818380122358963e-220, 2.4157304741475883e-232, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
turbul,"[7, 18, 2, 0, 9, 4, 19, 5, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99985508634873121, 0.00014471673500796451, 1.9689745720447053e-07, 1.8788965140256742e-11, 2.7299478027660969e-18, 5.3598068077854012e-30, 1.2955241323539868e-44, 7.6259602847409382e-50, 5.8660948815026154e-96, 1.5971968600006139e-108, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
aircraft,"[0, 4, 18, 7, 2, 9, 5, 19, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99686451001311527, 0.0028679988282074727, 0.00026748566505429536, 5.4936449596749604e-09, 9.6973137080534235e-31, 2.1424317122937712e-55, 4.4876346852250865e-109, 3.5548038169049878e-123, 2.4679302936356941e-170, 1.0444385345988935e-197, 5.5720278348451956e-212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
nmr,"[2, 9, 18, 7, 19, 1, 5, 14, 0, 4, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[1.0, 1.2517777562656463e-16, 1.9352574226239276e-20, 1.4901846996924202e-29, 5.7664889709380281e-64, 1.2774070918651122e-68, 5.320807398438854e-71, 8.224112778561334e-73, 1.0988876133277291e-77, 6.3270135024968857e-119, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
göttingen,"[0, 4, 18, 7, 2, 9, 5, 19, 15, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99966049763603049, 0.00033921380163061984, 2.8854775393776386e-07, 1.4583524052893836e-11, 4.1046231886607213e-29, 1.7888186928229012e-55, 1.9126390934463353e-98, 9.3458166251426148e-115, 3.7413045395965762e-162, 2.7801627070872453e-169, 1.1053659503833434e-177, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
jone,"[4, 0, 18, 7, 2, 9, 19, 15, 5, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999998933651579, 1.0101105963099208e-08, 5.5427362228462765e-10, 8.0775095439955409e-12, 1.5640504164824424e-42, 2.6633801460338206e-66, 6.702388307256219e-123, 1.9197692313226229e-151, 1.3212599307055976e-170, 2.8573539005904239e-218, 1.3157589240362703e-225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
jon,"[4, 18, 0, 7, 2, 9, 19, 5, 15, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99161450427593056, 0.0079740083371786247, 0.0004114838101127594, 3.5767554910090618e-09, 6.7877184480764175e-29, 1.2045361146957019e-51, 9.8177035195054089e-131, 3.2720921827360995e-131, 9.2323558366919301e-160, 6.1790380692469684e-180, 3.1752594560111472e-195, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
sweden,"[4, 0, 7, 18, 2, 9, 5, 19, 15, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999858956377341, 1.4073363232551337e-06, 3.0742397448650636e-09, 2.56689548388816e-11, 8.3615190336321814e-35, 3.0059261168158272e-53, 1.058830536071933e-138, 1.4486334068734729e-142, 3.6241401792971608e-147, 2.0753355831332377e-208, 1.1550375096757666e-215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lagrang,"[0, 18, 4, 7, 2, 9, 19, 5, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99378894767171977, 0.0061583830021821346, 5.2669185659224763e-05, 1.4042948030391126e-10, 5.8013873447078125e-24, 5.1154177361347839e-47, 1.2463673334284468e-80, 3.2356672061620251e-106, 7.9569151192456173e-163, 1.1345067697817088e-172, 2.3402513719447704e-227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
luigi,"[0, 4, 18, 7, 2, 9, 15, 5, 19, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.9988630054781138, 0.0011369390861192285, 5.5426588571873194e-08, 9.1790750378696484e-12, 4.1668582461215499e-38, 9.2513185641966299e-58, 1.3727285571687298e-143, 2.255064590831787e-145, 3.4434679217218373e-149, 5.0677870157975908e-198, 3.2014360557858565e-210, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
joseph-loui,"[4, 0, 18, 7, 2, 9, 15, 5, 19, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99837535195932636, 0.001624648022390656, 1.8233119898618281e-11, 4.3985401056857767e-14, 3.9095607581594867e-47, 1.9836858900281674e-74, 5.0246434956388713e-101, 1.9368209088107542e-136, 1.7523561959332804e-160, 1.7473069851422481e-235, 3.7213805615778069e-246, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
josephson,"[0, 18, 4, 7, 2, 9, 19, 5, 1, 15, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99471183731257351, 0.005287864507189077, 2.9728408542280673e-07, 8.9616588894462395e-10, 5.7396165530831212e-29, 8.3244687625356691e-50, 3.386202870389737e-102, 6.1672224056224113e-124, 1.4697702279709755e-168, 3.9465362657971589e-185, 3.0311028215070031e-189, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
squid,"[4, 0, 18, 7, 2, 9, 19, 5, 15, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.9999997065424826, 2.8782536166794536e-07, 5.6313537739848318e-09, 8.2017113265753473e-13, 5.1701848707145537e-35, 4.9740115385283615e-53, 1.0766423580064539e-123, 1.1196660960505591e-135, 2.9050789553328402e-148, 3.0995884478408694e-196, 8.402256517123976e-201, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ensembl,"[4, 0, 18, 7, 2, 9, 15, 19, 5, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99997706730278035, 2.2756756807161329e-05, 1.7594037927162356e-07, 5.1546209346180053e-14, 7.3053406452931591e-35, 1.0324154776676995e-59, 7.211586677650379e-139, 1.8006609382545752e-146, 5.5384498055508314e-151, 3.0675236045731673e-215, 1.1822345267228194e-217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
julia,"[4, 18, 0, 7, 2, 9, 15, 19, 5, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999651732364825, 3.2081155800499932e-06, 2.7453629999677772e-07, 2.4481982524177103e-11, 8.3005928122701644e-46, 1.7348084607891419e-68, 7.9375452929948532e-98, 2.0830858279658604e-159, 5.2217927695664099e-162, 3.7381001399453929e-224, 1.0541573899906515e-226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
uranus,"[4, 0, 18, 7, 2, 9, 5, 19, 14, 1, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99552560805779655, 0.0044717170179558643, 2.6748177960391168e-06, 1.0642654941099483e-10, 1.9934509556762198e-37, 1.616036211870732e-57, 1.7963300011291304e-110, 7.7710552245135439e-114, 7.3736204980970035e-192, 1.8396083710825847e-197, 2.6462925131134738e-214, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
rift,"[4, 18, 0, 7, 2, 9, 5, 15, 19, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99995900961901607, 4.0983677204594922e-05, 6.6647549601761787e-09, 3.9032581006421491e-11, 5.997885933829384e-41, 2.4854523157356718e-64, 6.2549990477474093e-123, 4.4680473676275577e-154, 1.5878424403915238e-159, 2.5666513268501711e-190, 5.9471627038544586e-217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
coastlin,"[4, 0, 7, 18, 2, 9, 19, 5, 15, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999994238783241, 5.7272447226344096e-08, 2.7651812019195522e-10, 6.32020757625441e-11, 5.8094719091257876e-35, 3.8622380327949037e-49, 2.3361396091727927e-124, 8.3539303821452051e-144, 5.2694949305365101e-189, 5.3494165198439957e-206, 1.5187730546681541e-216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
archosaur,"[4, 0, 18, 7, 2, 9, 15, 19, 5, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.9999778195454212, 2.1864961733578744e-05, 3.1549283764427533e-07, 3.7371476420813091e-16, 2.0468918903821574e-38, 1.2510021989448262e-58, 3.513624731238258e-111, 2.7114595506853171e-145, 3.6925691333648375e-161, 1.6761050633692591e-200, 7.3744124627362616e-215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ks,"[7, 18, 2, 9, 0, 4, 19, 5, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99990599363097099, 8.3858518374250706e-05, 1.0147850674934893e-05, 1.9321755608445093e-15, 1.1334344045712434e-16, 4.5685220826799984e-26, 1.253902658023127e-41, 9.1739400739023708e-57, 3.881065119482047e-88, 8.9734471786908089e-106, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
cutan,"[0, 4, 18, 7, 2, 9, 19, 5, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99588450873869983, 0.0040663475402242071, 4.7437509360975727e-05, 1.70621172652947e-06, 1.2606447995220412e-28, 7.8953960584080793e-57, 1.7808187965764702e-120, 5.9102545086943629e-131, 5.2782694673481336e-183, 9.1461821915690053e-192, 5.5839074982315764e-282, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
macular,"[7, 18, 0, 2, 4, 9, 19, 5, 1, 14, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99996912402387561, 3.0863613421704395e-05, 1.0405319669882397e-08, 1.9574109846834379e-09, 3.7157444692395901e-20, 4.3785215355520365e-23, 3.2924495354643394e-61, 1.4339118211396079e-63, 7.8114194250986137e-99, 1.1836805752899842e-128, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lymph,"[4, 0, 18, 7, 2, 9, 5, 19, 15, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999992076624578, 7.7295992340072323e-08, 1.9374003829147686e-09, 3.7990776402186174e-13, 1.1512604410989201e-37, 2.9995111057835782e-63, 8.6051377389104908e-150, 1.383055982636512e-157, 5.4446030794560746e-158, 1.0373665747181341e-205, 3.1698487123708755e-206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
kari,"[4, 0, 18, 7, 2, 9, 5, 15, 19, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99887222072101389, 0.0011277026898825569, 7.6589076267835586e-08, 1.5048324243585574e-16, 1.021814372186841e-41, 2.0592954648637742e-61, 3.4506969891809405e-128, 3.1242851144819013e-143, 4.0401321022973389e-150, 8.7171913530871463e-206, 3.433843272440941e-236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
mulli,"[0, 4, 18, 7, 2, 9, 19, 5, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99997231973660883, 2.704985455725968e-05, 5.1040738868467487e-07, 1.2000147057587597e-07, 2.648296996209585e-26, 8.9055903949814662e-45, 5.3755811556797463e-123, 6.7222681934525896e-125, 8.2759143585720754e-148, 1.6934403823491693e-176, 5.0214390654099357e-207, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
york,"[4, 0, 18, 7, 2, 9, 15, 19, 5, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999033120601055, 9.509163180549307e-06, 1.5962728426468702e-07, 3.5482043374727174e-12, 1.9008143870127152e-38, 1.4521935309994891e-62, 4.7363663190164837e-99, 1.3008983188853581e-133, 1.2845911714110165e-137, 5.2263611965063034e-204, 1.2268828351123629e-235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
filtrat,"[18, 7, 4, 0, 2, 9, 5, 19, 1, 14, 13, 12, 11, 10, 8, 15, 6, 16, 3, 17]","[0.99994639087744475, 3.7886289391170894e-05, 1.2393077240866294e-05, 3.3297558052192095e-06, 1.2218624178205941e-13, 1.1396579924884182e-32, 3.5908080115642102e-78, 1.5278351563392813e-85, 4.8100088048168757e-143, 3.9611496650111222e-167, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
reabsorb,"[4, 0, 18, 7, 2, 9, 15, 19, 5, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999898067603332, 9.8006369309687966e-07, 3.6499273870255916e-08, 2.7610110602346496e-09, 2.1995784898661398e-40, 1.1987149180627305e-70, 3.3220843248671332e-114, 1.0946821815633881e-157, 7.1597701648180633e-162, 1.0531921552432936e-224, 9.1966697224416961e-245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
calcitriol,"[15, 4, 0, 18, 7, 2, 9, 5, 19, 1, 14, 12, 11, 10, 13, 8, 6, 16, 3, 17]","[1.0, 3.4278536581922399e-29, 2.5846526514257379e-30, 5.2049277085733972e-35, 3.1946755983667744e-39, 2.3323174297444936e-76, 2.3571604106475032e-104, 6.1965452113685936e-198, 4.3773943128447663e-199, 1.078610969529465e-265, 1.8322077334483763e-279, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
kin,"[7, 18, 0, 2, 9, 4, 19, 5, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99998937464301152, 1.0199929360328212e-05, 4.2542757364845179e-07, 2.9153114943683493e-14, 1.365003557526893e-16, 2.7082631573208269e-21, 3.0518101634867971e-55, 6.9558775725825106e-78, 5.5946776573400004e-114, 3.4262081347016834e-132, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
kirkwood,"[4, 0, 18, 7, 2, 9, 5, 19, 1, 15, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99143477806577551, 0.0085522608578527844, 1.2945936572149884e-05, 1.5139786716875595e-08, 2.2341272716091317e-32, 8.9100954873839753e-52, 1.1085220826725825e-117, 3.6671140915909198e-132, 2.6988288275634706e-167, 3.0260222410826686e-177, 5.006431751356244e-209, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
46,"[0, 4, 18, 7, 2, 9, 15, 5, 19, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.9999508612339072, 4.8550486737054146e-05, 5.878025607657095e-07, 4.7678594358456141e-10, 1.2734277990450793e-40, 1.8100092792163383e-76, 1.3213001777738716e-85, 4.7042908735057299e-156, 3.6825892116833939e-184, 1.3266092111584754e-227, 1.388613718119639e-234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
konrad,"[0, 4, 18, 7, 2, 9, 19, 5, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.9994414118071514, 0.00051695802347286708, 4.1630121865498534e-05, 4.7496721607009579e-11, 1.5832466774187999e-26, 4.7038534118101242e-43, 4.0779997942335412e-104, 6.6139857031897937e-113, 8.8041134524887598e-149, 2.3463318794002654e-164, 6.9449081787988777e-260, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
triton,"[18, 7, 2, 0, 9, 4, 5, 19, 1, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[1.0, 3.704136219538696e-21, 4.5704540795958328e-22, 3.1146115125049807e-41, 2.4502049551453412e-51, 8.7849211965524042e-52, 9.4909492349708197e-100, 6.4224092832312383e-122, 1.7806047170171351e-171, 1.2140650210538727e-188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lac,"[0, 18, 4, 7, 2, 9, 19, 5, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99999913649643069, 4.4731070571722919e-07, 4.1550471918695124e-07, 6.8815433233223326e-10, 1.8642762050944176e-21, 1.0669616834049956e-35, 2.6617601432037902e-85, 1.0405764260381065e-98, 2.3000222936972317e-141, 1.5362221012077845e-162, 3.3437395256910335e-273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
operon,"[2, 9, 7, 18, 0, 19, 1, 4, 5, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99999999962761876, 3.6407565057985439e-10, 8.268921199686628e-12, 1.4107478645381741e-14, 4.8297349486433001e-26, 2.9445033321172833e-38, 1.9765588148330891e-52, 1.3653689447636266e-63, 1.1229674040897461e-73, 2.699393461591527e-93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
drain,"[4, 0, 18, 7, 2, 9, 5, 15, 19, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99764708656409218, 0.0023529101852149078, 3.0450553066719772e-09, 2.05648971361498e-10, 4.0236647424434548e-42, 6.7644760703705931e-62, 5.6839238053958596e-130, 1.4388013681877656e-133, 1.9084063733433293e-142, 1.7046780319779181e-204, 1.5964569314005738e-213, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lamb,"[4, 0, 18, 7, 2, 9, 15, 5, 19, 1, 14, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99984361355632323, 0.00015638387931161431, 2.5497118160841254e-09, 1.4628410790318109e-11, 6.1639310982472911e-42, 1.867794467566554e-65, 8.7047585449244244e-138, 9.4268666958107034e-152, 1.0852879648012517e-168, 6.9259216599814021e-227, 2.4732052449919537e-229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1947,"[0, 4, 18, 7, 2, 9, 19, 5, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99974904491063299, 0.00023693525042305365, 1.3624194793077698e-05, 3.9564412525797997e-07, 1.8053856772038078e-21, 3.8424002930680449e-41, 3.9122852385375532e-106, 3.4953043241481082e-107, 2.3201789571200831e-143, 4.1433406012619547e-173, 8.4749143735589483e-240, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lysogen,"[0, 18, 4, 7, 2, 9, 19, 5, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99939696133806655, 0.00042715861197719214, 0.00016453778050272113, 1.1342269448540302e-05, 6.9305296652960549e-24, 4.2978984784183906e-55, 8.9572019608781182e-115, 3.2980423312154265e-132, 2.6223283878208399e-175, 4.220033160414469e-184, 6.9392857987907529e-215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lanthanid,"[7, 2, 18, 9, 0, 4, 19, 1, 5, 14, 13, 12, 11, 10, 15, 8, 16, 6, 3, 17]","[0.99999999999977263, 2.0768177268186288e-13, 9.0693041068517749e-17, 3.6516043111145194e-21, 1.5946929192544265e-50, 2.8421004633431129e-63, 1.1989155966059848e-67, 5.90526534122694e-107, 3.5363774454723345e-113, 2.7002823789107538e-133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lanthanum,"[0, 18, 4, 7, 2, 9, 19, 5, 1, 14, 15, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.97607715887903734, 0.023922814778945301, 2.6059807733715551e-08, 2.8221952899348137e-10, 3.4033722169845218e-31, 3.3107898943466313e-47, 1.0095601955437056e-107, 3.4413157788166873e-126, 2.1317973602802744e-165, 9.1121697319595508e-190, 3.4434993111767738e-199, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lutetium,"[4, 0, 18, 7, 2, 9, 5, 19, 15, 14, 1, 13, 12, 11, 10, 8, 6, 16, 3, 17]","[0.99966645724741476, 0.00033306320354428297, 4.7954527257577248e-07, 3.7635273411294257e-12, 1.2315465906997661e-36, 4.0845288620687823e-65, 3.0627330749605866e-143, 7.3339038952006683e-167, 2.3739777167361207e-176, 2.3762845703522713e-218, 1.6327038593174787e-224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
